Relative:208,greenfolder,Relative:208,greenfolder,Relative:208,greenfolder,Relative:208,redfolder,Relative:208,redfolder,Relative:208,redfolder,Relative:208,darkgreenvinyl,Relative:208,darkgreenvinyl,Relative:208,darkgreenvinyl,Relative:208,greenvinyl,Relative:208,greenvinyl,Relative:208,greenvinyl,Relative:208,redvinyl,Relative:208,redvinyl,Relative:208,redvinyl,Relative:208,insidegreenfolder,Relative:208,insidegreenfolder,Relative:208,insidegreenfolder,Relative:208,insideredfolder,Relative:208,insideredfolder,Relative:208,insideredfolder,Relative:208,greenleafpoisonivy,Relative:208,greenleafpoisonivy,Relative:208,greenleafpoisonivy,Relative:208,greenleafgrapelower,Relative:208,greenleafgrapelower,Relative:208,greenleafgrapelower,Relative:208,greenleafgrapeupper,Relative:208,greenleafgrapeupper,Relative:208,greenleafgrapeupper,Relative:208,greenleafverygreen,Relative:208,greenleafverygreen,Relative:208,greenleafverygreen,Relative:208,redleafpoinsettia,Relative:208,redleafpoinsettia,Relative:208,redleafpoinsettia,Relative:208,redleafcarnation,Relative:208,redleafcarnation,Relative:208,redleafcarnation,Relative:208,greenbag,Relative:208,greenbag,Relative:208,greenbag,Relative:208,greenfoam,Relative:208,greenfoam,Relative:208,greenfoam,Relative:208,redfoam,Relative:208,redfoam,Relative:208,redfoam,Relative:208,redpaper,Relative:208,redpaper,Relative:208,redpaper,Relative:208,redswatch1314,Relative:208,redswatch1314,Relative:208,redswatch1314,Relative:216,redpaint,Relative:216,redpaint,Relative:216,redpaint,Relative:216,redtape,Relative:216,redtape,Relative:216,redtape,Relative:208,greencalibrate,Relative:208,greencalibrate,Relative:208,greencalibrate,Relative:208,darkgreencalibrate,Relative:208,darkgreencalibrate,Relative:208,darkgreencalibrate,Relative:208,redcalibrate,Relative:208,redcalibrate,Relative:208,redcalibrate,Relative:208,insideredfoldermattenp,Relative:208,insideredfoldermattenp,Relative:208,insideredfoldermattenp,Relative:208,insidegreenfoldermattenp,Relative:208,insidegreenfoldermattenp,Relative:208,insidegreenfoldermattenp,Relative:208,greenfoldermattenp,Relative:208,greenfoldermattenp,Relative:208,greenfoldermattenp,Relative:208,redfoldermattenp,Relative:208,redfoldermattenp,Relative:208,redfoldermattenp,Relative:208,redswatch1315mattenp,Relative:208,redswatch1315mattenp,Relative:208,redswatch1315mattenp,Relative:208,darkgreenvinylmattenp,Relative:208,darkgreenvinylmattenp,Relative:208,darkgreenvinylmattenp,Relative:208,redvinylmattenp,Relative:208,redvinylmattenp,Relative:208,redvinylmattenp,Relative:208,greenvinylmattenp,Relative:208,greenvinylmattenp,Relative:208,greenvinylmattenp
685.532,27.15,685.532,36.81,685.532,25.28,685.532,69.22,685.532,75.7,685.532,62.09,685.532,70.42,685.532,74.17,685.532,74.71,685.532,78.58,685.532,79.45,685.532,70.51,685.532,127.62,685.532,135.31,685.532,128.55,685.532,29.8,685.532,20.58,685.532,16.86,685.532,60.94,685.532,47.85,685.532,49.15,685.532,26.51,685.532,23.62,685.532,19.3,685.532,-12.13,685.532,9.05,685.532,9.48,685.532,3.51,685.532,-10.4,685.532,-5.21,685.532,12.79,685.532,-14.84,685.532,-21.52,685.532,40.39,685.532,39.47,685.532,54.08,685.532,66.64,685.532,40.36,685.532,46.67,685.532,0.12,685.532,2.42,685.532,16.08,685.532,16.1,685.532,-1.47,685.532,13.68,685.532,89.48,685.532,96.54,685.532,96.54,685.532,192.13,685.532,187.09,685.532,184.64,685.532,194.44,685.532,212.47,685.532,195.56,685.532,86.04834,685.532,178.78676,685.532,199.78409,685.532,179.75784,685.532,184.56154,685.532,160.07323,685.532,1.96995,685.532,4.44788,685.532,-3.62288,685.532,1.49337,685.532,-5.3711,685.532,-4.09965,685.532,55.72095,685.532,51.66884,685.532,50.62398,685.532,21.54216,685.532,22.3337,685.532,23.33474,685.532,2.64217,685.532,2.41141,685.532,2.29182,685.532,22.66335,685.532,22.9888,685.532,9.2515,685.532,27.74516,685.532,29.44674,685.532,25.94058,685.532,64.50708,685.532,66.04616,685.532,75.51713,685.532,-2.31081,685.532,-0.71619,685.532,-1.98216,685.532,57.01782,685.532,56.53804,685.532,56.42731,685.532,1.72231,685.532,0.07538,685.532,0.96895
685.855,38.74,685.855,44.86,685.855,35.95,685.855,71.3,685.855,62.82,685.855,81.37,685.855,79.24,685.855,75.71,685.855,73.31,685.855,82.9,685.855,87.52,685.855,72.71,685.855,128.77,685.855,140.64,685.855,123.8,685.855,22.99,685.855,21.1,685.855,18.46,685.855,52.29,685.855,51,685.855,41.26,685.855,30.17,685.855,32.09,685.855,31.54,685.855,-3.77,685.855,0.66,685.855,26.96,685.855,10.78,685.855,5.04,685.855,7.97,685.855,19.34,685.855,3.16,685.855,7.82,685.855,54.92,685.855,77.6,685.855,62.09,685.855,74.74,685.855,58.95,685.855,47.89,685.855,26.02,685.855,26.02,685.855,20.2,685.855,8.88,685.855,14.5,685.855,8.38,685.855,85.5,685.855,93.72,685.855,93.72,685.855,172.84,685.855,172.87,685.855,169.5,685.855,197.14,685.855,185.85,685.855,198.94,685.855,69.95044,685.855,204.20675,685.855,219.72478,685.855,180.26208,685.855,185.97765,685.855,215.93698,685.855,-29.69646,685.855,-16.19314,685.855,-22.49366,685.855,9.54045,685.855,-18.84314,685.855,-16.84311,685.855,78.05337,685.855,55.737,685.855,65.254,685.855,21.63811,685.855,21.17909,685.855,24.0737,685.855,3.49259,685.855,1.76242,685.855,2.47778,685.855,20.49022,685.855,21.0438,685.855,9.98931,685.855,29.17054,685.855,28.22133,685.855,26.07375,685.855,63.93212,685.855,64.27322,685.855,75.99341,685.855,-4.15096,685.855,0.05888,685.855,-0.34262,685.855,60.04096,685.855,58.30753,685.855,57.44305,685.855,2.82482,685.855,-2.92458,685.855,0.10706
686.178,35,686.178,39.77,686.178,31.88,686.178,75.76,686.178,71.16,686.178,76.53,686.178,68.59,686.178,70.88,686.178,72.83,686.178,74.15,686.178,86.11,686.178,73.94,686.178,133.21,686.178,130.26,686.178,112.1,686.178,33.04,686.178,32.34,686.178,29.24,686.178,70.46,686.178,58.05,686.178,62.07,686.178,29.6,686.178,39.12,686.178,27.01,686.178,9.49,686.178,20.02,686.178,22.74,686.178,8.55,686.178,5.71,686.178,8.12,686.178,17.78,686.178,2.67,686.178,19.41,686.178,65.9,686.178,65.44,686.178,66.22,686.178,81.02,686.178,73.21,686.178,66.19,686.178,29.02,686.178,28.1,686.178,24.26,686.178,21.08,686.178,6.34,686.178,9.49,686.178,107.89,686.178,104.36,686.178,104.36,686.178,203.18,686.178,200,686.178,201.69,686.178,216.49,686.178,213.34,686.178,228.62,686.178,54.01777,686.178,222.10087,686.178,203.51455,686.178,181.07985,686.178,182.79744,686.178,172.77663,686.178,-4.29569,686.178,17.32227,686.178,13.78396,686.178,15.62849,686.178,18.94061,686.178,14.42392,686.178,64.86725,686.178,73.27256,686.178,64.22918,686.178,22.02586,686.178,22.76675,686.178,22.93983,686.178,2.61582,686.178,3.76754,686.178,3.25743,686.178,22.60573,686.178,22.53729,686.178,10.38004,686.178,27.95612,686.178,28.75342,686.178,26.57863,686.178,60.80586,686.178,65.49123,686.178,74.03522,686.178,-1.33586,686.178,-7.60405,686.178,-4.46959,686.178,56.66813,686.178,56.24921,686.178,55.32739,686.178,0.2734,686.178,-3.02069,686.178,-5.99923
686.5,23.58,686.5,42.24,686.5,27.81,686.5,79.94,686.5,75.16,686.5,74.81,686.5,81.71,686.5,83.01,686.5,71.89,686.5,83.55,686.5,80.64,686.5,84.53,686.5,140.42,686.5,135.1,686.5,133.06,686.5,21.86,686.5,24.61,686.5,38.63,686.5,50.82,686.5,56.05,686.5,57.82,686.5,22.43,686.5,36.33,686.5,34.94,686.5,0.28,686.5,13.84,686.5,9.7,686.5,16.72,686.5,-1.88,686.5,10.16,686.5,15.95,686.5,-1.31,686.5,2.6,686.5,63.65,686.5,60.36,686.5,56.11,686.5,66.92,686.5,59.92,686.5,61.44,686.5,19.04,686.5,23.57,686.5,28.35,686.5,21.79,686.5,3.22,686.5,27.86,686.5,86.91,686.5,96.09,686.5,96.09,686.5,176.92,686.5,192.59,686.5,175.59,686.5,202.03,686.5,188.5,686.5,198.1,686.5,84.34795,686.5,184.3004,686.5,173.2473,686.5,155.95685,686.5,155.87206,686.5,145.05797,686.5,-9.76019,686.5,5.24767,686.5,-0.06729,686.5,12.34255,686.5,6.15573,686.5,1.58122,686.5,39.68215,686.5,35.3863,686.5,47.70007,686.5,20.72647,686.5,21.29061,686.5,21.20352,686.5,3.1619,686.5,1.88397,686.5,1.79745,686.5,20.46091,686.5,21.81717,686.5,10.2383,686.5,26.53772,686.5,27.1941,686.5,27.29934,686.5,65.13714,686.5,67.3017,686.5,75.86389,686.5,-1.89224,686.5,-4.04141,686.5,-0.89134,686.5,56.0148,686.5,59.09743,686.5,59.50639,686.5,2.22697,686.5,0.16709,686.5,-0.06684
686.823,40.31,686.823,36.12,686.823,38.97,686.823,83.39,686.823,82.55,686.823,80.84,686.823,78.05,686.823,75.82,686.823,71.79,686.823,76.93,686.823,87.16,686.823,81.64,686.823,122.96,686.823,142.76,686.823,127.18,686.823,24.58,686.823,23.88,686.823,27.32,686.823,57.23,686.823,59.47,686.823,52.02,686.823,23.31,686.823,18.03,686.823,31.43,686.823,-0.12,686.823,0.25,686.823,15.37,686.823,10.61,686.823,0.57,686.823,3.46,686.823,16.24,686.823,-4.86,686.823,5.7,686.823,37.71,686.823,55.64,686.823,55.12,686.823,54.02,686.823,60.4,686.823,61.47,686.823,28.79,686.823,32.38,686.823,24.66,686.823,14.72,686.823,9.89,686.823,13.42,686.823,90.91,686.823,80.27,686.823,80.27,686.823,172.48,686.823,175.69,686.823,177.96,686.823,180.45,686.823,193.65,686.823,182.22,686.823,72.09124,686.823,242.43481,686.823,243.14179,686.823,206.61489,686.823,203.39743,686.823,189.04341,686.823,0.56468,686.823,-23.40935,686.823,-12.99246,686.823,-20.7036,686.823,-14.56672,686.823,-5.20393,686.823,40.49137,686.823,42.42305,686.823,73.90532,686.823,21.28778,686.823,21.28778,686.823,22.583,686.823,1.8314,686.823,1.63459,686.823,2.72076,686.823,19.0806,686.823,21.21783,686.823,9.19337,686.823,27.21394,686.823,27.60281,686.823,25.47887,686.823,64.57816,686.823,66.57997,686.823,76.24093,686.823,-0.64832,686.823,-1.86762,686.823,-1.05139,686.823,59.09638,686.823,55.6055,686.823,60.29662,686.823,-0.7885,686.823,0.16424,686.823,-1.55534
687.146,42.81,687.146,47.63,687.146,41.48,687.146,75.86,687.146,91.9,687.146,80.4,687.146,86.95,687.146,71.55,687.146,80.49,687.146,77.01,687.146,89.42,687.146,84.95,687.146,139.69,687.146,133.73,687.146,139.57,687.146,32.75,687.146,32.34,687.146,17.52,687.146,64.96,687.146,57.95,687.146,67.95,687.146,8.84,687.146,24.91,687.146,34.17,687.146,5.9,687.146,1.74,687.146,12.24,687.146,3.62,687.146,8.44,687.146,-3.88,687.146,0.28,687.146,3.31,687.146,-2.51,687.146,37.84,687.146,35.96,687.146,37.72,687.146,56.62,687.146,39.69,687.146,54.24,687.146,23.41,687.146,11.75,687.146,13.87,687.146,7.12,687.146,0.68,687.146,16.43,687.146,70.74,687.146,80.63,687.146,80.63,687.146,148.84,687.146,147.36,687.146,160.4,687.146,169.14,687.146,175.58,687.146,182.84,687.146,50.36618,687.146,211.56884,687.146,220.51016,687.146,192.19779,687.146,236.32802,687.146,179.7707,687.146,6.77448,687.146,35.36931,687.146,10.87154,687.146,21.81896,687.146,13.85814,687.146,16.36066,687.146,56.2775,687.146,55.82395,687.146,64.86365,687.146,20.88265,687.146,20.12184,687.146,21.45707,687.146,1.56997,687.146,0.39588,687.146,1.21873,687.146,18.93004,687.146,19.85296,687.146,9.36589,687.146,26.34314,687.146,26.6682,687.146,27.06925,687.146,64.12608,687.146,66.66447,687.146,74.21205,687.146,-0.82863,687.146,-0.81669,687.146,0.70137,687.146,59.6641,687.146,58.23191,687.146,59.40668,687.146,0.87668,687.146,1.12867,687.146,3.78945
687.469,32.3,687.469,41.88,687.469,43.76,687.469,78.12,687.469,81.32,687.469,77.73,687.469,84.1,687.469,83.01,687.469,83.33,687.469,82.96,687.469,91.33,687.469,79.78,687.469,146.8,687.469,144.53,687.469,140.17,687.469,17.32,687.469,23.09,687.469,17.96,687.469,44.73,687.469,57.67,687.469,36.48,687.469,-4.41,687.469,12.36,687.469,27.16,687.469,4.86,687.469,-0.14,687.469,-3.23,687.469,6.37,687.469,0.55,687.469,-8.55,687.469,0.29,687.469,-9.65,687.469,4.72,687.469,44.69,687.469,44.69,687.469,37.68,687.469,63.83,687.469,31.64,687.469,44.93,687.469,11.59,687.469,8.91,687.469,13.37,687.469,10.71,687.469,-1.6,687.469,-4.34,687.469,61.75,687.469,72.6,687.469,72.6,687.469,139.04,687.469,142.9,687.469,155.43,687.469,165.1,687.469,153.27,687.469,159.9,687.469,60.09429,687.469,220.77586,687.469,245.38941,687.469,239.14905,687.469,227.6581,687.469,234.53895,687.469,9.35692,687.469,18.70749,687.469,3.90465,687.469,14.34261,687.469,24.98926,687.469,3.93564,687.469,68.66734,687.469,59.28821,687.469,69.12997,687.469,20.90399,687.469,22.80447,687.469,24.11557,687.469,3.04317,687.469,2.53872,687.469,1.3317,687.469,21.60452,687.469,20.13211,687.469,9.92247,687.469,27.41005,687.469,27.97004,687.469,26.84774,687.469,64.64061,687.469,66.22749,687.469,73.35211,687.469,-1.62564,687.469,-1.08346,687.469,-2.81688,687.469,58.48811,687.469,59.03179,687.469,60.81288,687.469,2.8137,687.469,0.95657,687.469,3.36289
687.791,28.91,687.791,30.67,687.791,23.96,687.791,69.92,687.791,68.86,687.791,70.37,687.791,83.83,687.791,75.34,687.791,78.73,687.791,74.05,687.791,96.84,687.791,74.13,687.791,158.34,687.791,144.63,687.791,145.94,687.791,20.54,687.791,15.73,687.791,15.87,687.791,51.73,687.791,57.07,687.791,50.83,687.791,33.28,687.791,33.18,687.791,31.09,687.791,6.11,687.791,11.53,687.791,18.51,687.791,6.86,687.791,11.07,687.791,9.61,687.791,11.97,687.791,22.5,687.791,-1.44,687.791,50.45,687.791,47.73,687.791,55.39,687.791,73.39,687.791,51.59,687.791,61.59,687.791,21.11,687.791,31.23,687.791,21.36,687.791,15.15,687.791,12.77,687.791,23.23,687.791,85.28,687.791,97.08,687.791,97.08,687.791,159.5,687.791,174.31,687.791,166.02,687.791,196.08,687.791,183.29,687.791,191.19,687.791,81.39716,687.791,219.80169,687.791,256.50512,687.791,232.34103,687.791,231.18377,687.791,199.34195,687.791,-2.06601,687.791,3.88077,687.791,-5.57267,687.791,-3.53745,687.791,3.72431,687.791,8.98047,687.791,40.41408,687.791,40.41408,687.791,33.88934,687.791,21.3987,687.791,21.10462,687.791,20.75734,687.791,2.41699,687.791,2.18843,687.791,1.80393,687.791,20.32003,687.791,20.64292,687.791,8.83119,687.791,26.4034,687.791,27.5376,687.791,25.55919,687.791,65.71772,687.791,67.48594,687.791,73.15415,687.791,-1.20247,687.791,0.49241,687.791,-0.60618,687.791,57.72978,687.791,56.82377,687.791,57.8993,687.791,0.60603,687.791,0.68178,687.791,0.28139
688.114,32.51,688.114,36.06,688.114,40.84,688.114,74.65,688.114,70.22,688.114,67.04,688.114,70.47,688.114,83.96,688.114,78.67,688.114,76.93,688.114,78.97,688.114,78.12,688.114,134.69,688.114,136.74,688.114,141.27,688.114,21.45,688.114,22.89,688.114,10.91,688.114,48.95,688.114,52.14,688.114,49.3,688.114,25.34,688.114,24.33,688.114,25.06,688.114,3.45,688.114,3.42,688.114,2.5,688.114,-1.07,688.114,-0.25,688.114,1.65,688.114,-8.19,688.114,1.26,688.114,-3,688.114,41.55,688.114,51.86,688.114,59.8,688.114,56.32,688.114,37.03,688.114,52.14,688.114,21.19,688.114,19.4,688.114,19.68,688.114,8.94,688.114,19.65,688.114,14.66,688.114,97.39,688.114,93.5,688.114,93.5,688.114,187.86,688.114,188.79,688.114,192.68,688.114,205.8,688.114,208.55,688.114,209.14,688.114,63.43785,688.114,237.69177,688.114,202.00957,688.114,168.17436,688.114,211.76286,688.114,184.77126,688.114,13.96785,688.114,5.20185,688.114,-3.93298,688.114,23.18111,688.114,18.10704,688.114,4.80876,688.114,50.6329,688.114,62.68234,688.114,58.79754,688.114,20.26491,688.114,21.42701,688.114,22.11646,688.114,2.09178,688.114,1.43883,688.114,1.68323,688.114,19.81266,688.114,20.71294,688.114,9.27748,688.114,25.53365,688.114,26.68662,688.114,24.57066,688.114,64.36045,688.114,67.09116,688.114,73.69063,688.114,-1.75726,688.114,-1.04956,688.114,-2.21686,688.114,51.73108,688.114,56.0167,688.114,54.73846,688.114,-0.8524,688.114,-1.28937,688.114,2.32126
688.436,32.34,688.436,43.36,688.436,35.47,688.436,76.84,688.436,74.76,688.436,65.4,688.436,97.63,688.436,82.44,688.436,86.74,688.436,84.83,688.436,91.04,688.436,84.29,688.436,139.21,688.436,136.86,688.436,136.93,688.436,22.23,688.436,21.33,688.436,20.29,688.436,47.23,688.436,55.01,688.436,51.34,688.436,28.42,688.436,34.04,688.436,39.6,688.436,6.03,688.436,4.24,688.436,10.38,688.436,10.41,688.436,12.53,688.436,5.59,688.436,16.63,688.436,-3.17,688.436,8.07,688.436,50.51,688.436,53.15,688.436,34.07,688.436,75.16,688.436,45.19,688.436,52.55,688.436,34.92,688.436,31.84,688.436,13.61,688.436,6.14,688.436,3,688.436,15.73,688.436,90.83,688.436,94.49,688.436,94.49,688.436,194.24,688.436,197.36,688.436,180.03,688.436,209.67,688.436,194.74,688.436,212.06,688.436,103.04397,688.436,332.54255,688.436,372.93204,688.436,304.04975,688.436,305.3754,688.436,267.57931,688.436,9.52411,688.436,-6.83281,688.436,5.21215,688.436,-11.53992,688.436,4.04409,688.436,-0.98874,688.436,58.74461,688.436,41.55108,688.436,37.21945,688.436,21.95653,688.436,20.79353,688.436,21.57037,688.436,2.32241,688.436,2.52943,688.436,2.54422,688.436,19.86232,688.436,21.68665,688.436,10.2887,688.436,27.04395,688.436,28.89062,688.436,25.82167,688.436,65.3417,688.436,65.49155,688.436,76.53412,688.436,-2.03242,688.436,0.50206,688.436,-1.32461,688.436,58.86198,688.436,59.58028,688.436,58.77555,688.436,2.55893,688.436,1.31288,688.436,-0.86092
688.759,37.39,688.759,37.59,688.759,31.69,688.759,75.97,688.759,89.45,688.759,85.36,688.759,80.43,688.759,79.06,688.759,70.28,688.759,81.35,688.759,85.54,688.759,73.51,688.759,132.32,688.759,132.41,688.759,124.57,688.759,28.06,688.759,22.63,688.759,29.06,688.759,54.18,688.759,54.72,688.759,44.04,688.759,31.56,688.759,32.57,688.759,35.39,688.759,-0.12,688.759,19.05,688.759,19.4,688.759,19.42,688.759,15.29,688.759,20.18,688.759,13.93,688.759,-0.07,688.759,2.7,688.759,59.65,688.759,54.86,688.759,62.12,688.759,66.27,688.759,54.46,688.759,59.88,688.759,28.14,688.759,39.58,688.759,30.59,688.759,21.01,688.759,17.28,688.759,18.71,688.759,91.58,688.759,89.85,688.759,89.85,688.759,163.07,688.759,168.26,688.759,156.7,688.759,171.56,688.759,185.26,688.759,190.91,688.759,80.15755,688.759,225.21704,688.759,240.48442,688.759,189.00021,688.759,222.16267,688.759,188.93515,688.759,10.54891,688.759,0.46898,688.759,23.66753,688.759,10.58797,688.759,10.90043,688.759,-4.41682,688.759,51.08348,688.759,49.83645,688.759,64.13311,688.759,22.13797,688.759,23.32455,688.759,21.91947,688.759,3.88371,688.759,3.01589,688.759,2.69499,688.759,21.51124,688.759,20.68196,688.759,10.38609,688.759,27.41919,688.759,30.1373,688.759,27.48691,688.759,64.44075,688.759,66.20431,688.759,73.52055,688.759,-1.34536,688.759,0.48348,688.759,0.42504,688.759,57.26808,688.759,55.62935,688.759,58.18329,688.759,0.85001,688.759,-0.35072,688.759,2.31559
689.081,24.83,689.081,40.36,689.081,30.76,689.081,77.1,689.081,76.79,689.081,78.19,689.081,63.32,689.081,71.88,689.081,68.04,689.081,76.97,689.081,75.51,689.081,73.95,689.081,121.65,689.081,117.62,689.081,119.74,689.081,19.97,689.081,23.44,689.081,23.58,689.081,57.31,689.081,43.54,689.081,51.95,689.081,24.81,689.081,41.51,689.081,21.44,689.081,6.91,689.081,11.18,689.081,19.37,689.081,21.73,689.081,3.3,689.081,10.43,689.081,15.92,689.081,-1.64,689.081,-3.79,689.081,59.24,689.081,46.35,689.081,51.7,689.081,66.25,689.081,43.59,689.081,61.83,689.081,38,689.081,28.23,689.081,19.1,689.081,19.12,689.081,14.77,689.081,19.02,689.081,82.88,689.081,78.32,689.081,78.32,689.081,148.79,689.081,178.9,689.081,180.34,689.081,201.93,689.081,177.36,689.081,180.61,689.081,83.32831,689.081,187.25197,689.081,182.39857,689.081,174.09942,689.081,153.41956,689.081,143.48722,689.081,-5.27639,689.081,-6.85031,689.081,-34.18169,689.081,6.61672,689.081,18.82667,689.081,-18.56591,689.081,47.93527,689.081,49.41273,689.081,56.75233,689.081,21.04213,689.081,20.8409,689.081,21.55762,689.081,2.78568,689.081,2.21039,689.081,1.61132,689.081,21.67913,689.081,21.70846,689.081,9.02357,689.081,26.91348,689.081,26.275,689.081,26.61515,689.081,62.34529,689.081,63.73794,689.081,74.33321,689.081,-1.95577,689.081,2.4767,689.081,-0.69112,689.081,60.62924,689.081,58.54341,689.081,56.14949,689.081,5.17717,689.081,4.64917,689.081,2.00745
689.404,31.14,689.404,40.16,689.404,45.37,689.404,77.05,689.404,77.03,689.404,72.14,689.404,75.01,689.404,74.57,689.404,60.23,689.404,67.21,689.404,79.56,689.404,73.54,689.404,123.03,689.404,121.29,689.404,128.14,689.404,22.94,689.404,27.15,689.404,27.28,689.404,58.78,689.404,49.01,689.404,54.59,689.404,13.25,689.404,19.63,689.404,16.94,689.404,-8.16,689.404,-2.69,689.404,3.28,689.404,-4.69,689.404,-9.78,689.404,3.34,689.404,2.38,689.404,-18.1,689.404,-1.34,689.404,37.32,689.404,63.33,689.404,50.67,689.404,77.31,689.404,45.3,689.404,49.64,689.404,1.13,689.404,13.63,689.404,12.94,689.404,3.47,689.404,2.41,689.404,6.35,689.404,88.59,689.404,91.25,689.404,91.25,689.404,179.46,689.404,197,689.404,191.34,689.404,204.97,689.404,211.03,689.404,207.19,689.404,78.14031,689.404,212.82503,689.404,232.47991,689.404,168.53532,689.404,211.06843,689.404,170.29469,689.404,1.302,689.404,5.38103,689.404,2.6907,689.404,24.24612,689.404,19.0438,689.404,6.89959,689.404,67.80441,689.404,68.49641,689.404,67.06914,689.404,21.06425,689.404,21.09631,689.404,21.26861,689.404,2.47001,689.404,3.22406,689.404,2.52097,689.404,19.90954,689.404,20.86787,689.404,10.28695,689.404,26.96436,689.404,26.48178,689.404,26.5835,689.404,65.01734,689.404,66.04604,689.404,76.57986,689.404,-1.95991,689.404,-2.91619,689.404,-3.06857,689.404,56.60854,689.404,57.78527,689.404,57.22735,689.404,0.99199,689.404,1.25119,689.404,2.81715
689.726,26.98,689.726,48.36,689.726,39.9,689.726,75.18,689.726,83.47,689.726,76.81,689.726,71.87,689.726,71.4,689.726,81.47,689.726,76.37,689.726,79.53,689.726,81.47,689.726,135.25,689.726,134.78,689.726,125.64,689.726,25.72,689.726,22.45,689.726,16.45,689.726,60.96,689.726,46.37,689.726,62.64,689.726,33.79,689.726,22.88,689.726,28.53,689.726,11.08,689.726,25.73,689.726,39.61,689.726,11.05,689.726,18.32,689.726,10.69,689.726,17.67,689.726,13.06,689.726,15.18,689.726,69.37,689.726,59.72,689.726,46.46,689.726,72.05,689.726,47.72,689.726,58.8,689.726,40.26,689.726,39.49,689.726,27.76,689.726,32.8,689.726,31.6,689.726,22.66,689.726,89.65,689.726,101.74,689.726,101.74,689.726,178.74,689.726,173.74,689.726,177.48,689.726,194.18,689.726,177.24,689.726,209.03,689.726,65.82111,689.726,198.42909,689.726,208.46194,689.726,200.95005,689.726,171.57168,689.726,170.82933,689.726,18.52168,689.726,-5.6088,689.726,27.26212,689.726,10.35715,689.726,18.82904,689.726,-2.22275,689.726,51.23881,689.726,41.42069,689.726,46.84187,689.726,20.29166,689.726,20.73275,689.726,20.88116,689.726,1.40266,689.726,1.78645,689.726,0.73178,689.726,20.05408,689.726,19.67641,689.726,9.02045,689.726,25.7603,689.726,26.83683,689.726,26.43799,689.726,64.9781,689.726,66.3158,689.726,76.91792,689.726,-1.97234,689.726,0.93221,689.726,1.04666,689.726,56.45838,689.726,60.15725,689.726,60.04523,689.726,2.09289,689.726,1.38455,689.726,1.33006
690.048,34.5,690.048,37.8,690.048,37.08,690.048,82.87,690.048,80.03,690.048,75.16,690.048,67.14,690.048,77.05,690.048,71.87,690.048,73.53,690.048,88.64,690.048,82.56,690.048,128.1,690.048,145.52,690.048,121.61,690.048,29.06,690.048,27.66,690.048,22.38,690.048,62.37,690.048,59.93,690.048,56.66,690.048,42.53,690.048,35.97,690.048,47.54,690.048,-0.17,690.048,15.85,690.048,6.19,690.048,0.87,690.048,5.05,690.048,4.11,690.048,21.26,690.048,-2.77,690.048,-20.7,690.048,73.09,690.048,69.88,690.048,55.8,690.048,77.87,690.048,74.66,690.048,52.02,690.048,32.23,690.048,12.44,690.048,20.8,690.048,34.2,690.048,8.99,690.048,2.51,690.048,105.98,690.048,131.83,690.048,131.83,690.048,248.11,690.048,218.72,690.048,241.02,690.048,252.93,690.048,235.87,690.048,246.21,690.048,124.65232,690.048,438.46404,690.048,378.54154,690.048,395.9238,690.048,424.28722,690.048,309.85883,690.048,-5.92796,690.048,-8.60837,690.048,-7.2275,690.048,-6.53711,690.048,12.62092,690.048,-14.98608,690.048,43.34545,690.048,53.06289,690.048,46.54467,690.048,20.97863,690.048,20.91088,690.048,21.19456,690.048,2.3311,690.048,1.37085,690.048,0.97228,690.048,20.74148,690.048,19.24557,690.048,8.87278,690.048,26.94312,690.048,25.85962,690.048,26.60805,690.048,65.27233,690.048,65.52126,690.048,76.83484,690.048,-2.53591,690.048,-2.09722,690.048,-0.5174,690.048,53.01182,690.048,55.57319,690.048,56.64461,690.048,0.17244,690.048,-1.73587,690.048,3.20973
690.37,25.4,690.37,46.38,690.37,38.53,690.37,71.62,690.37,74.74,690.37,72.39,690.37,65.47,690.37,71.01,690.37,68.85,690.37,74.23,690.37,81.66,690.37,62.85,690.37,121.31,690.37,131.75,690.37,122.01,690.37,31.46,690.37,19.66,690.37,25.85,690.37,76.19,690.37,58.65,690.37,57.77,690.37,17.29,690.37,30.54,690.37,28.52,690.37,-0.61,690.37,0.29,690.37,5.79,690.37,-4.78,690.37,6.66,690.37,6.77,690.37,1.73,690.37,-12.53,690.37,-6.31,690.37,46.85,690.37,45.46,690.37,54.08,690.37,81.85,690.37,38.52,690.37,50.36,690.37,13.94,690.37,21.32,690.37,27.14,690.37,-0.03,690.37,4.06,690.37,22.9,690.37,89.02,690.37,98.39,690.37,98.39,690.37,198.59,690.37,184.79,690.37,183.72,690.37,199.05,690.37,210.63,690.37,214,690.37,70.78561,690.37,191.74425,690.37,172.36233,690.37,162.79569,690.37,194.28928,690.37,167.73545,690.37,-5.51044,690.37,12.37414,690.37,7.00419,690.37,-2.75497,690.37,7.854,690.37,7.03819,690.37,49.33473,690.37,58.01052,690.37,53.63934,690.37,19.49976,690.37,22.35942,690.37,21.2156,690.37,2.37688,690.37,2.64244,690.37,2.62406,690.37,19.46759,690.37,18.81996,690.37,10.56716,690.37,26.15619,690.37,26.59996,690.37,25.19813,690.37,66.45289,690.37,69.36402,690.37,77.00061,690.37,-1.29735,690.37,0.14746,690.37,-1.92321,690.37,59.46189,690.37,58.46227,690.37,61.51354,690.37,0.43689,690.37,-0.88493,690.37,1.50693
